Hashtags,Text,FavCount,Language,Place,UserLocation,RetweetCount,Sentiment,Polarity
,YES! _Ÿ_‰ https://t.co/A1INQX6YbU,1,und,,"London, England",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Proud of these amazing women #WITBragDay @_valvs_ @merycurtis @clarajeffers @InmaGasco @Claraliss3 @aliciablazq @Juli_Piruli @elenadepomar,10,en,,MAD,1,"Sentiment(polarity=0.7000000000000001, subjectivity=0.95)",positive
WITBragDay,"Who then applied to DTS, then went on to deliver such API as SpriteKit. 2/2 #WITBragDay",4,en,,"Berlin, DE",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,@AmandaRTubbs Between this and #WITBragDay I was having a pretty good time on Twitter today.,1,en,,,0,"Sentiment(polarity=0.475, subjectivity=0.8)",positive
WITBragDay rolemodels womenintech coding,Loving #WITBragDay Check it out for #rolemodels galore and see some familiar Eureka faces â˜ºï¸è#womenintech #coding https://t.co/TAdnFXK8n4,7,en,,"Halifax, West Yorkshire",5,"Sentiment(polarity=0.4875, subjectivity=0.725)",positive
WITBragDay,"Started coding in 82. Don't do that anymore, but have helped 100Ks of people understand computers, security, and the net better. #WITBragDay",46,en,,"Outside the Overton Window, Tapping.",6,"Sentiment(polarity=0.25, subjectivity=0.25)",positive
WITBragDay,The #WITBragDay hashtag links to profiles of people crafting our digital world. A great place to find people to follow.,12,en,,"Brooklyn, NY",2,"Sentiment(polarity=0.4, subjectivity=0.375)",positive
WITBragDay,Reading the #WITBragDay  thread feeling inspired _Ÿ™‚,10,en,,"Lagos, Nigeria",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay loveyoumum,"#WITBragDay bragging for my mum who is in charge of quality assurance at Best Buy Can , she helped w the check out code #loveyoumum",10,en,,London/ Vancouver,1,"Sentiment(polarity=1.0, subjectivity=0.3)",positive
,Ella escribiÃ_ el cÃ_digo del editor de texto de Gmail hace diez aÃ±os. TodavÃ_a funciona. https://t.co/AYGUggX3pL,26,es,,"Buenos Aires, Argentina",3,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,I co-authored a book for devs making the transition to a mgmt role--drawing on my own experience #WITBragDay,86,en,,"Duluth, MN",13,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,#WITBragDay is the best thing to happen  on Twitter in a long time. Inspiring!,5,en,,Bengaluru,1,"Sentiment(polarity=0.48333333333333334, subjectivity=0.5666666666666667)",positive
WITBragDay,"Built my first website on a dream cast for a clan, dropped out of school in year 8. Now running my own small business in Web Dev #WITBragDay",0,en,,"ÃœT: 59.973371,20.181407",0,"Sentiment(polarity=0.0, subjectivity=0.3666666666666667)",neutral
,I agree. https://t.co/gMSKGVvpT9,2,en,,London is where it started.,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Inspiring! https://t.co/0zh3Z1vR49,1,en,"McNair, VA","Washington, DC Metro",0,"Sentiment(polarity=0.5, subjectivity=1.0)",positive
,Damnnn. I doff my hat. https://t.co/XEF53Al1TO,1,en,,"Cape Town, South Africa",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WiTBragDay MiTBragDay,"Equality for all, #WiTBragDay is cool looking forward for  #MiTBragDay",2,en,"Egmore Nungambakkam, India",Chennai,0,"Sentiment(polarity=0.35, subjectivity=0.65)",positive
,This is what I am talking about! Real women in tech for Google! https://t.co/eowMoNjeyT,2,en,,"Minneapolis, MN",0,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)",positive
WITBragDay workshop4me girlsintech,Kudos Team Luxembourg 10-15 year olds who coded Safety App for @TechChallengeSV #WITBragDay #workshop4me #girlsintech https://t.co/OuDEwJIAno,9,en,,Luxembourg,3,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WiTBragDay,#WiTBragDay @Cranfillec is a driving reason Apple HI takes inclusion and accessibility seriously.,7,en,,Norcal,0,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.6666666666666666)",negative
WITBragDay,"Need a pick me up this morning? Check the #WITBragDay tweets, they gave us life _Ÿ˜ç_Ÿ_“_Ÿ”¥_Ÿ”¥_Ÿ”¥",3,en,,"San Diego, CA",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WiTbragDay womenintech wonderwoman,Told you some familiar Eureka faces to be found on #WiTbragDay Here's our #womenintech #wonderwoman herself _Ÿ‘ŒGive them all a _Ÿ™Œ https://t.co/7q66OzLHf4,4,en,,"Halifax, West Yorkshire",4,"Sentiment(polarity=0.375, subjectivity=0.5)",positive
,Congrats @NPradeepa https://t.co/YXS2wL6C6b,1,en,,"Orlando, FL",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"I'm a self-taught engineer, started @ 12yo. My code helps 1000s of Americans understand their employer bnfts in plain language #WITBragDay",13,en,,"Naperville, IL",2,"Sentiment(polarity=-0.21428571428571427, subjectivity=0.35714285714285715)",negative
,Wow! https://t.co/d8J84DHkTc,0,und,,ZAR,0,"Sentiment(polarity=0.1, subjectivity=1.0)",positive
,Thank you _Ÿ˜€_Ÿ‘ç_Ÿè»_Ÿ‘ç_Ÿè» https://t.co/HfwxfYyIjb,1,en,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,wow!!! 10+ years strong https://t.co/4bamgfTnbY,1,en,,msotra ,0,"Sentiment(polarity=0.26666666666666666, subjectivity=0.8666666666666667)",positive
WITBragDay,love the range in #WITBragDay - 'coded an app' to 'major scientific discovery' to 'astronaut'. The app tweets are as cool as the astronaut!,9,en,,"Elgin, OR",1,"Sentiment(polarity=0.30416666666666664, subjectivity=0.5833333333333334)",positive
WITBragDay Diversity,"#WITBragDay I didn't grow with computer, learned programming at uni &amp; 15 years on still creating great code #Diversity",8,en,,Aucklandâœˆï¸èLondonâœˆï¸èGlasgow,1,"Sentiment(polarity=0.8, subjectivity=0.75)",positive
WITBragDay,Inspirate con las historias de miles de mujeres en tecnologÃ_a en #WITBragDay _Ÿ™‹_Ÿè»_Ÿ’œ,7,es,,Argentina,6,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Awesome. Just awesome. https://t.co/WDKWPlh1I7,1,en,,"Cape Town, South Africa",0,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
,Thank you Dr Sue. Twitter is a depressing place today &amp; you have restored my faith in humanity. https://t.co/37m7mqJBPq,12,en,,"Ampthill, England",3,"Sentiment(polarity=-0.6, subjectivity=0.9)",negative
shelovestech,#shelovestech https://t.co/mEJ5tXJVO5,0,und,,"London, England",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,_Ÿ‘ç_Ÿè__Ÿ‘ç_Ÿè__Ÿ‘ç_Ÿè_ https://t.co/2KmEt3fZY5,1,und,,âœ¨202âœ¨,1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Landed a remote job so I get to be a housewife nd freelancer while starting my own business. Plus I'm a Google certified AAD _Ÿ˜Å#WITBragDay,87,en,,"ÃœT: 9.188165,12.500722",19,"Sentiment(polarity=-0.05, subjectivity=0.15000000000000002)",negative
WITBragDay,Inspiring achievements here from Women in Tech! #WITBragDay https://t.co/qvoXQymE98,3,en,,,1,"Sentiment(polarity=0.5, subjectivity=1.0)",positive
WITBragDay,Inspired and humbled by the incredible women in tech on #WITBragDay Lets keep it going!,4,en,,#Essex #Herts #Cambridge,0,"Sentiment(polarity=0.9, subjectivity=0.9)",positive
shelovestech,#shelovestech https://t.co/W0ww498ZoN,1,und,,"London, England",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,My passion is helping young girls explore technology through my work with Liberty Encouraging Girls in Technology! #WITBragDay,13,en,,"Dover, NH",0,"Sentiment(polarity=0.1, subjectivity=0.4)",positive
shelovestech,#shelovestech https://t.co/gQzketJq4T,1,und,,"London, England",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"I am good in surprising, motivating and inspiring others. Leading by example. #WITBragDay",7,en,,"Thuringia, Germany",0,"Sentiment(polarity=0.6333333333333333, subjectivity=0.7000000000000001)",positive
,Quinn Norton is one of my favorite tweeple to follow https://t.co/wMCLuZKHgD,0,en,,,0,"Sentiment(polarity=0.5, subjectivity=1.0)",positive
WITBragDay girlsintech,#WITBragDay Our 10 year old conducting coding session #girlsintech https://t.co/BuaU1EL8aT,1,en,Luxembourg,Luxembourg,0,"Sentiment(polarity=0.1, subjectivity=0.2)",positive
WITBragDay,Not sure what this is but Iâ€™ve confused people.  #WITBragDay,0,en,,"Dover, DE",0,"Sentiment(polarity=-0.325, subjectivity=0.7944444444444444)",negative
badasswomen WITBragDay,"Brag for my girl Twyla, 20+ years in tech, started on oil rig tech, while raising 2 amazing sons #badasswomen #WITBragDay",8,en,,,0,"Sentiment(polarity=0.6000000000000001, subjectivity=0.9)",positive
,_Ÿ”¥_Ÿ”¥_Ÿ”¥_Ÿ”¥_Ÿ”¥ https://t.co/LVeSAQcNto,1,und,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WiTBragDay,#WiTBragDay @jordyn2493 recently taught a class of blind teenagers how to program and fly quadcopter drones using VoiceOver.,11,en,,Norcal,4,"Sentiment(polarity=0.10000000000000002, subjectivity=0.6055555555555555)",positive
,I should do this. I feel like such an underachiever sometimes (even though my brain knows I'm not). https://t.co/iO33ghMtzb,2,en,,"Lagos, Nigeria",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
TechBae,can we talk about how awesome thelma is tho?! #TechBae https://t.co/kKB2JJMP0M,4,en,,Los Angeles,3,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
WITBragDay,Graduated 1/7 girls in class of 60 Comp Sci Trinity College. Now manage team of devs 50% women. Best devs I've ever worked with #WITBragDay,7,en,,"Dublin City, Ireland",0,"Sentiment(polarity=1.0, subjectivity=0.3)",positive
WITBragDay,#WITBragDay https://t.co/ODZPQsvfbr,2,und,Luxembourg,Luxembourg,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,The #WITBragDay hashtag is delightful. Heartfelt thanks and admiration _Ÿ™Œ,3,en,,NYC | LA | Paris,0,"Sentiment(polarity=0.39999999999999997, subjectivity=0.7333333333333334)",positive
WiTBragDay,I'm self-taught coder. I co-organize coding workshops (we taught coding &gt; 60 people).I host meetups and give international talks #WiTBragDay,18,en,,Warsaw / Poland,2,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WitConf17,"""I got so much experience doing free work -- finding ppl who need help with SFDC and implementing for them""-we make our own path #WitConf17 https://t.co/CUFq3vPphg",4,en,,"Chicago, IL",0,"Sentiment(polarity=0.30000000000000004, subjectivity=0.5)",positive
WITBragDay,"#WITBragDay is one tiny, sparkling corner of the internet that isn't utter garbage today _Ÿ_–_Ÿ’Å_Ÿè__Ÿ’ª_Ÿè»",9,en,,"Washington, DC",1,"Sentiment(polarity=0.0, subjectivity=0.75)",neutral
WITBragDay,#WITBragDay https://t.co/59cUlTD66h,6,und,Luxembourg,Luxembourg,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"#WITBragDay This hashtag is awesome!",2,en,,God's own trash can,0,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
WITBragDay,"#WITBragDay most wonderful aspect of IT is the continuous learning! I never stopped (and never will)!",10,en,,North America ,0,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
girlsintech WITBragDay,Our super coder #girlsintech multitasking Rubik's cube and code #WITBragDay https://t.co/KZPYZflJ7s,3,en,Luxembourg,Luxembourg,0,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6666666666666666)",positive
WITBragDay,We fought for English to be a medium of instruction at Laer Skool Zeerust. Ka year mang mang #WITBragDay  @ontay_tyro,1,en,,Johannesburg,1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
witbragday gameofthrones,The latest 8th Continent! https://t.co/hi2x0wFzmA #witbragday #gameofthrones,0,en,,Mumbai,0,"Sentiment(polarity=0.5, subjectivity=0.9)",positive
,Here is a real Slay Queen https://t.co/9gcbfSxEcM,2,en,,"Uyo, Nigeria",0,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)",positive
WITBragDay,I wrote two testing frameworks at my last job. Before I left I opened sourced one of them. #WITBragDay,5,en,,"Austin, TX",0,"Sentiment(polarity=0.0, subjectivity=0.03333333333333333)",neutral
WITBragDay,"Every time you authenticate with your cable/satellite company to watch television online, you're probably using my stuff. #WITBragDay",9,en,,Ohio,1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,_Ÿ‘©_Ÿè»â€ç_Ÿ’»_Ÿ•__Ÿ‘Œ_Ÿè__Ÿ’¯ https://t.co/xqHpT6W9DQ,1,und,"Missouri, USA","Portland, OR",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,2 years ago I couldn't code. Now I work at Europes largest media corp. and on the Code First:Girls Ones to Watch 2017 list #WITBragDay,42,en,,,5,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",positive
WiTBragDay,If I can brag for someone: @caitp88 implemented async/await and async generators in V8 and helped other JS engines with it too #WiTBragDay,53,en,,Catalunya,8,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"#WITBragDay though been off coding from years,even as PM i debug and test as good as anyone. Feared for not taking bullshit from men ever.",8,en,,India,1,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",positive
,@Miister_H this thread https://t.co/brrVPv2RR7,1,en,,Somewhere in the universe,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Awesome! https://t.co/Sjr6dZkqcQ,0,en,,"Kalamazoo, MI",0,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
WITBragDay,"I'll brag about my amazing wife @aubreybowser 15 years in tech, and always a few steps ahead of me. #WITBragDay",5,en,,NYC ,0,"Sentiment(polarity=0.6000000000000001, subjectivity=0.9)",positive
WiTBragDay,I'm oncall for the team w/ the tightest SLA &amp; highest stakes @ Google. My work has improved the flow of all our packets. Twice. #WiTBragDay,89,en,,San Francisco,10,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"Women, don't let the pressure to prove your worth in this world full of men bring you down. Do your thing, take your time. #WITBragDay",8,en,,Somewhere in the universe,3,"Sentiment(polarity=0.32499999999999996, subjectivity=0.325)",positive
WITBragDay,Julie Thomas learned how to build apps while working a full-time job and raising 3 kids https://t.co/siAQbzditk #WITBragDay,4,en,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
Nortel WiTBragDay,If you've made a call over the internet - you've used my #Nortel patent #WiTBragDay,39,en,"Ottawa, Ontario","ÃœT: 45.318898,-75.833528",10,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay NationalAntiStressBringYourDoctorAndAttorneyToWorkDay,"Ok, #WITBragDay was nice, now it's time for #NationalAntiStressBringYourDoctorAndAttorneyToWorkDay!!!",0,en,,MA USA,0,"Sentiment(polarity=0.55, subjectivity=0.75)",positive
WitBragDay,"#WitBragDay This month marks 1 year since I've been at my job, still loving it! Approx 2 years since I started out on this DS journey.",11,en,,Kenya,1,"Sentiment(polarity=0.6, subjectivity=0.95)",positive
WitBragDay,"#WitBragDay I'm a self-taught data scientist. I did several online courses, built a small portfolio and managed to use that to get a job!",76,en,,Kenya,11,"Sentiment(polarity=-0.125, subjectivity=0.2)",negative
WITBragDay,"Still much to learn, but have built and rescued many websites for some of the most prestigious companies &amp; orgs in the world #WITBragDay",13,en,,,0,"Sentiment(polarity=0.35, subjectivity=0.35)",positive
WITBragDay,@_tabbz #WITBragDay We started relying on 'goodwill' for space but now have several partners and projects under our belt. _Ÿ’ª_Ÿ’ª,5,en,,Kenya,1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"Self-taught IT support at age 40, Service Desk and 2nd line team manager by 50, ITIL and Prince2 at 60, still learning. #WITBragDay",53,en,,"East, England",11,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Go youâœŒ https://t.co/T6QtWsK8hi,0,en,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Transport and routing protocol designer _Ÿ_“ #WITBragDay,8,en,,Blaenavon,3,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Wrote my first site in 1997. Was live until last year. Was for my high school. #WITBragDay,10,en,"MontrÃ©al, QuÃ©bec","Carbondale, Illinois",0,"Sentiment(polarity=0.1365909090909091, subjectivity=0.36)",positive
,@pachamaltese https://t.co/dHDm9QyiFS,1,und,,"Talca, Santiago.",1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,This #WITBragDay,1,en,,"London, UK",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Look at you!!! _Ÿ˜ç_Ÿ˜ç https://t.co/fzJGhgHB2L,1,en,,"nairobi,kenya",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,That's legit_Ÿ‘Œ https://t.co/YKp3X3G3Zy,0,en,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"Goals..._Ÿ‘ç_Ÿ‘è_Ÿ‘è I'm on my way to complete specialisation on Data Science, I'm doing some Microsoft / edx courses #WITBragDay https://t.co/hFvjhxjedS",19,en,,"Nairobi, Kenya",2,"Sentiment(polarity=0.1, subjectivity=0.4)",positive
InternationalElephantDay WITBragDay,"Happy International Elephant day! #InternationalElephantDayAlso, I founded an adult code club &amp; helped create new devs #WITBragDay https://t.co/hzt0nwXy3k",6,en,"Manchester, England","Salford, UK",2,"Sentiment(polarity=0.2590909090909091, subjectivity=0.43863636363636366)",positive
taylorswift WITBragDay,go #taylorswift and for the girls @google! #WITBragDay ! Taylor Swift - Shake It Off https://t.co/m16STTTY0t,3,en,,Los Angeles,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WTBragDay,prefer to say I have the privilege to work &amp; learn from amazing.ladies. @charlie_mcdon @alisoncoote @Josephine_Farr @livsharples #WTBragDay https://t.co/dwRtxB4u5f,10,en,"Drimmelen, Nederland",,0,"Sentiment(polarity=0.6000000000000001, subjectivity=0.9)",positive
WITBragDay ML DS KE,"#WITBragDay Have also been building the #ML &amp; #DS community in #KE with @_tabbz. 8 meetups later, we have over 600 members...",16,en,,Kenya,5,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay chocolatelegoscrum devops,"#WITBragDay MS in Robotics, quit IT for 2 years. Now my book is published on #chocolatelegoscrum #devops game, 26 conferences, 10 countries",32,en,"Orlando, FL","Brooklyn, NY",8,"Sentiment(polarity=-0.4, subjectivity=0.4)",negative
WITBragDay,"Im bragging we have the most awesome team, and the most awesome women @shield_pay  #WITBragDay",9,en,"Cambridge, England",Greater London,3,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
WITBragDay,a perfect day: coding all day long on a sunny green balcony #WITBragDay https://t.co/Ejzr6gdOC5,20,en,,Solar System,9,"Sentiment(polarity=0.25, subjectivity=0.5666666666666667)",positive
Kenyan Women Tech WITBragDay,"#Kenyan #Women in #Tech Stand Proud on #WITBragDay: https://t.co/4Q6RnOZiqA, https://t.co/JIVHw55UbW https://t.co/fozQ2aQjYl",3,en,,Worldwide,1,"Sentiment(polarity=0.8, subjectivity=1.0)",positive
WITBragDay,I just launched my first blog.I designed the front end and got help with the back end. You can say hi at https://t.co/Ogz0Km5Lyg #WITBragDay,2,en,,,0,"Sentiment(polarity=0.125, subjectivity=0.16666666666666666)",positive
,"A Python and JavaScript dev because, unemployment. https://t.co/a9X03GXoty",1,en,,"Lagos, Nigeria",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,"No brag, just fact https://t.co/1YsfhHc6EZ",1,en,,"San Jose, CA",1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,@EmmaAshley My favourite tweet on this hashtag! #WITBragDay,3,en,,"London, England",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
infosec cybersecurity badssl,One of the most influential ladies in #infosec #cybersecurity promoted to lead @googlechrome Eng. Thanks for your work blocking #badssl https://t.co/bIv26jVigP,1,en,,A man can't just sit around.,0,"Sentiment(polarity=0.2, subjectivity=0.2)",positive
,Let's get more women into the AI space yo! @wimlds @WiMLworkshop @WomenInRobotics https://t.co/UOsR3UQQj5,5,en,,,1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,@Dr_Black @CarolineDNS1990 this hashtag makes me v happy _Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜_ #WITBragDay,4,en,,"London, England",3,"Sentiment(polarity=0.8, subjectivity=1.0)",positive
WITBragDay,Kenyan Women in Tech Stand Proud on #WITBragDay https://t.co/k9YHc64ide,2,en,,"Internet rabbit holes, mostly",1,"Sentiment(polarity=0.8, subjectivity=1.0)",positive
WiTBragDay,It's #WiTBragDay! So many amazing women are yet to post including @katecaldwell @blaurela @spwyche @Suzability @zephoria @eunicesari @xeeliz,6,en,,"Minneapolis, MN  USA",1,"Sentiment(polarity=0.55, subjectivity=0.7)",positive
,Incredible insight right https://t.co/rsKx6jJm8r,1,en,,"Mayiladuthurai, Tamil Nadu",0,"Sentiment(polarity=0.5928571428571429, subjectivity=0.7178571428571429)",positive
,Super proud of this lady!!! _Ÿ˜_ https://t.co/dJ77j4mPg7,3,en,,,0,"Sentiment(polarity=0.5666666666666667, subjectivity=0.8333333333333333)",positive
WITBragDay,I was named one of the top 5 South African women in Tech 2017 https://t.co/AB6BhKGeuq #WITBragDay,5,en,,,0,"Sentiment(polarity=0.25, subjectivity=0.25)",positive
WITBragDay,@lashleigh samesies. #WITBragDay,2,en,,"London, England",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"I led the internal Apple Games Advisory Board which picked licensing of OpenGL and buying Conix, announced in January 1999. 1/2 #WITBragDay",12,en,,"Berlin, DE",2,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"@LisaLamagna Not to sound stupit, but what is  #WITBragDay",0,en,,Greater NY,0,"Sentiment(polarity=-0.2, subjectivity=0.4)",negative
,_Ÿ™Œ_Ÿè__Ÿ™Œ_Ÿè_ https://t.co/zwWZajHApw,1,und,,Amsterdam,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"Let's hear it for amazing women in Technology! And we're proud of you, @Rosemarije _Ÿ’ª_Ÿè»_Ÿè†âù_ï¸è! #WITBragDay   https://t.co/Ote6JvxvxZ https://t.co/tj1asW7SMr",6,en,,"Wemanywhere (B, CH, F, LU, NL, UK)",2,"Sentiment(polarity=0.7000000000000001, subjectivity=0.95)",positive
WITBragDay,"#WITBragDay I was 'secret' tech / online geek for 15 yrs. Founded SEO agency 3yrs ago, now known as the Queen of SEO in my industry _Ÿ_‰",14,en,,"London, England",2,"Sentiment(polarity=-0.4, subjectivity=0.7)",negative
WiTBragDay,"#WiTBragDay is now trending topic in Canada.Get insights with Charlatan for Twitter.https://t.co/wDPgqaPw4G",0,en,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Those 22 young ladies learned to code and build their own Apps. After 3 days they presented their Apps to an audience of 100 _Ÿ’ª #WITBragDay https://t.co/cSvA9zstii,47,en,,Hamburg,6,"Sentiment(polarity=0.1, subjectivity=0.4)",positive
WITBragDay,"James Damore should be forced to read this thread ""Clockwork Orange"" style #WITBragDay",3,en,,,0,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.2)",negative
WITBragDay,"Started biz to teach tech to kids after many yrs as stay-at-home Mom, and not finding STEM enrichment programs for my own kids! #WITBragDay",12,en,,Las Vegas,2,"Sentiment(polarity=0.5, subjectivity=0.5)",positive
inspiring,#inspiring @mikleane please write and share a blog post. https://t.co/13Vt8bQJUo,0,en,,/var/www,0,"Sentiment(polarity=0.5, subjectivity=1.0)",positive
WITBragDay,Retrained in web design 8 yrs ago. Now I'm a web specialist for an international org &amp; teach women digital literacy skills. #WITBragDay,16,en,,"Ottawa, Ontario, Canada",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,John Stauffer has had a pretty good career there at Apple. 2/2 https://t.co/Jk502xycGq #WITBragDay,0,en,,"Berlin, DE",0,"Sentiment(polarity=0.475, subjectivity=0.8)",positive
WITBragDay,"In lieu of #WITBragDay , dedicating this TEDx video to all WIT. Keep changing the stereotype where ever you are - https://t.co/4XKoHhIjS6",9,en,,,3,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WiTBragDay ARIA,#WiTBragDay @dethbakin and @vickimurley shipped the first iteration of #ARIA in WebKit (Safari &amp; Chrome) a decade ago.,8,en,,Norcal,3,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",positive
WITBragDay saturdaymorning SaturdayMotivation SaturdaySchool SaturdayFlex AngelVideo womenofjoy girlontop,"https://t.co/Lcv4eL9SZN #WITBragDay #saturdaymorning #SaturdayMotivation #SaturdaySchool #SaturdayFlex #AngelVideo #womenofjoy #girlontop",2,und,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,@susandra I had pleasure of serving on @UXPA_Int board w/ you and had work pub'd in UXPA Magazine &amp; @sig_chi Interactions - Thank you! :) #WITBragDay,6,en,,"Pittsburgh, PA",1,"Sentiment(polarity=0.5, subjectivity=1.0)",positive
WITBragDay,Haven't let the assholes and the glory thieves run me off yet. #WITBragDay,10,en,,United States,1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,so many amazing women in all the #WITBragDay for over 8 w/ 0 downtime.,2,en,,"Portland, OR",0,"Sentiment(polarity=0.55, subjectivity=0.7)",positive
womenintech WITBragDay,Shout out to all the great #womenintech in Hamburg _Ÿ_€_Ÿ_˜_Ÿ_„ #WITBragDay,9,en,,"Hamburg, Germany",1,"Sentiment(polarity=0.8, subjectivity=0.75)",positive
,Most excellent work. https://t.co/PLiP9ZUbGD,1,en,,"Chilliwack, BC",0,"Sentiment(polarity=0.75, subjectivity=0.75)",positive
WITBragDay,"Really inspirational stories on #WITBragDay Of women getting into coding in their 40s, getting PHDs with babies n 2 jobs, at once. Amazing!",4,en,,"Paris, France",0,"Sentiment(polarity=0.55, subjectivity=0.95)",positive
witbragday,The latest TechAccessTV! https://t.co/VaxeHkHgpN #witbragday,0,en,,"Chicago, IL",0,"Sentiment(polarity=0.5, subjectivity=0.9)",positive
WITBragDay,I am bragging on behalf of @she_secures they are building cyber security heroines in African #WITBragDay,15,en,,"Lagos, Nigeria",5,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"@cameronMstewart If you need some cheerful Twitter to distract you for a few minutes, read the feed for #WITBragDay",3,en,,United States,0,"Sentiment(polarity=0.4, subjectivity=1.0)",positive
WITBragDay,"I'm late for #WITBragDay, but I've worked on compilers for many languages (C#, VB, Python, Ruby, JS/ES6, M, Dart) and IDEs too.",60,en,,"Seattle, WA",6,"Sentiment(polarity=0.1, subjectivity=0.55)",positive
WITBragDay,I personally love these #WITBragDay quotes. RT if you agree!,11,en,,"Chicago, IL",7,"Sentiment(polarity=0.5, subjectivity=0.6)",positive
,@BWA_SC https://t.co/9rk2lXbsGR,1,und,,"Johannesburg, South Africa",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"For 6 years I ran, maintained &amp; upgraded the grape receiving computer systems at the world's largest winery. #WITBragDay",19,en,,California,2,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Congrats! Your work has changed a lot of people's life ;) https://t.co/Amy03CwsXM,1,en,,,0,"Sentiment(polarity=0.25, subjectivity=1.0)",positive
