Hashtags,Text,FavCount,Language,Place,UserLocation,RetweetCount,Sentiment,Polarity
WITBragDay,"I""m an old school infrastructure, builder, rack and stack gal who transformed her skills to build solutions on @awscloud  #WITBragDay",7,en,,,0,"Sentiment(polarity=0.1, subjectivity=0.2)",positive
Respect WITBragDay,"I saw this one in the making. Awe-inspiring.#Respect #WITBragDay/cc @brpxco https://t.co/F8Ug7nbWd3",1,en,,Europe,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragday,Designed and built tech behind @IFLScience @sogoodlord @WeAreBeem https://t.co/BbyKynkq6P @Bodychef previously @Telegraph  #WITBragday,4,en,,"La Palma, Canary Islands",0,"Sentiment(polarity=-0.2833333333333333, subjectivity=0.4333333333333333)",negative
WITBragDay,Hotel SEO client with 4 years of Y/Y increases in organic traffic and booking conversions except 1 mnth (Dec '11) #WITBragDay @seaportboston,1,en,,United States,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Ditto!! I love and rely on my ladies in tech. My current team is chalk full of women with PHDs! I enjoy seeing them embarrass idiots.. https://t.co/DzdIQ144Y0,2,en,,"Charlotte, NC",0,"Sentiment(polarity=0.09, subjectivity=0.57)",positive
WiTBragDay WomenInTech,#WiTBragDay Our #WomenInTech are building a legacy of innovation+empowerment 4 the next generation in the vanguard. https://t.co/b2DK3ZtkBN,2,en,,"New York, USA",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
githubber,I âù_ï¸è that a fellow #githubber popped it off.. proof that @github has people who get it and are Silicon Valley's best hope for real progress https://t.co/5sw9WYXb8F,3,en,,"Philadelphia, PA",0,"Sentiment(polarity=0.6, subjectivity=0.30000000000000004)",positive
WiTBragDay,This year alone I've been invited as the keynote speaker for 7 conferences in 6 countries for over 6500 people. #WiTBragDay,84,en,,"Brooklyn, NY",3,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WiTBragDay,You should totally take this advice! It is such an amazing collection of tweets and technical badasses on the #WiTBragDay I love all of you! https://t.co/F3t6MAtDA9,3,en,,"Charlotte, NC",1,"Sentiment(polarity=0.275, subjectivity=0.5875)",positive
WITBragDay,"My wife, @likeOMGitsFEDAY &amp; her team at @KCWomeninTech have built the most impressive volenteer-led organization I've ever seen. #WITBragDay",14,en,"Kansas City, MO","Kansas City, MO",3,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
,Women in Tech âù_ï¸è https://t.co/EE0hiJsYzC,1,en,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,It's a good book! https://t.co/sgEouMoDea,0,en,,"Chester, UK",0,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",positive
,"Oh wow, thank you for the love V! https://t.co/ggUmlrvk3n",17,en,,"Austin, Seattle,_Ÿ“ç Lagos.",0,"Sentiment(polarity=0.3, subjectivity=0.8)",positive
WiTBragDay InspireTechGirls,@lindseybieda Love your #WiTBragDay check out @NextTechGirls and share your story to #InspireTechGirls UK based initiative but welcome global profiles_Ÿ‘ç,0,en,,"London, England",0,"Sentiment(polarity=0.43333333333333335, subjectivity=0.5)",positive
WITBragDay,Very proud of the work I did  building a test team &amp; department where testers were proud &amp; enabled to b context driven testers. #WITBragDay,13,en,"Malmo, Sweden",Sweden,0,"Sentiment(polarity=0.9, subjectivity=1.0)",positive
WITBragDay,"Loving the #WITBragDay tweets, but it needs to be more than a day!",3,en,,,1,"Sentiment(polarity=0.6, subjectivity=0.95)",positive
WITBragDay,Kenyan Women in Tech Stand Proud on #WITBragDay https://t.co/pPrAYpxHRe https://t.co/Vch10AlJLB,3,en,,"Nairobi, Kenya",0,"Sentiment(polarity=0.8, subjectivity=1.0)",positive
ASU witbragday AZOpera ASUHIDA,"I have a doctorate in music, sing opera,  and I work in web development at #ASU.  #witbragday #AZOpera #ASUHIDA",7,en,,"Phoenix, Arizona",2,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,@Keah_Maria I recommend perusing yesterday's #WITBragDay hashtag :D,1,en,,,0,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
WITBragDay WITBragDay,#WITBragDay is absolutely one of the best things on Twitter right now. So Inspiring. Everyday should be #WITBragDay,5,en,"Mississauga, Ontario","Waterloo & GTA, Ontario",1,"Sentiment(polarity=0.35714285714285715, subjectivity=0.6671428571428571)",positive
WITBragDay,All the #WITBragDay posts are really inspiring. Thank you for that when so much other depressing and scary BS is going down.,58,en,"Seattle, WA","Seattle, WA",14,"Sentiment(polarity=-0.19999999999999998, subjectivity=0.9666666666666667)",negative
WITBragDay,Switched from journalist to tech/content writer and was hired by one of the biggest tech companies for my first job out #WITBragDay 1/,12,en,"San Jose, CA",San Jose,1,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",positive
WitBragday,Loving these #WitBragday tweets!,0,en,,"ÃœT: 18.039243,-77.508446",0,"Sentiment(polarity=0.6, subjectivity=0.95)",positive
witbragday network,The latest The DPP Daily! https://t.co/PMd4UWHopH #witbragday #network,0,en,,"Columbia, SC",0,"Sentiment(polarity=0.25, subjectivity=0.45)",positive
WITBragDay WITBragday,[TECH] Kenyan Women in Tech Stand Proud on #WITBragDay: #WITBragday follows recent dismissal ofâ€_ https://t.co/1EBj2hM9OG via @techweez https://t.co/bM0NYSLPwW,0,en,,Nairobi,1,"Sentiment(polarity=0.4, subjectivity=0.625)",positive
,_Ÿ_˜ https://t.co/yTdhLguCCJ,0,und,,âœˆï¸è (â•¯Â°â–¡Â°ï_‰â•¯ï¸µ â”»â”Åâ”»,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,I developed the first platform we build. #WITBragDay,4,en,,Denmark,2,"Sentiment(polarity=0.175, subjectivity=0.31666666666666665)",positive
WiTBragDay,Poor wording. I was invited to over 30 conferences in about 15 countries this year. I will speak at 10. 7 as the keynote. #WiTBragDay,30,en,,"Brooklyn, NY",4,"Sentiment(polarity=-0.4, subjectivity=0.6)",negative
,That's pretty cool. (Nice twitter break from the Nazis). https://t.co/b3gTZq31Np,2,en,"Pittsburgh, PA","Pittsburgh, PA",0,"Sentiment(polarity=0.39999999999999997, subjectivity=0.8833333333333333)",positive
bmoviemaniacs HStansAreBeautiful seawheeze AbbyAirshow MiracleTreatDay WITBragDay,https://t.co/Q9srJ42pGg Last King From GOD #bmoviemaniacs #HStansAreBeautiful #seawheeze #AbbyAirshow #MiracleTreatDay #WITBragDay https://t.co/UigD2JRXWj,0,en,,"Riyadh, Kingdom of Saudi Arabi",0,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",neutral
witbragday,"#witbragday is now trending in South Africahttps://t.co/7tK4L5ta8j https://t.co/ocyjzCTO5N",0,en,South Africa,South Africa,1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Kenyan Women in Tech Stand Proud on #WITBragDay https://t.co/0W7em5IFA3 https://t.co/KTB1UmbLSU,16,en,,Kenya,12,"Sentiment(polarity=0.8, subjectivity=1.0)",positive
,âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨ https://t.co/KpZLZmi7oS,0,und,,"Houston, TX",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Yassssss Queen https://t.co/RXQq3j3arg,0,es,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,_Ÿ’ª_Ÿè¿ https://t.co/PxUOQ1NulD,0,und,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Switched from Biologist to Developer: I got Android Dev certified and I'm working as dev now #WITBragDay,28,en,,"Berlin, Germany",3,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Kenyan Women in Tech Stand Proud on #WITBragDay https://t.co/y9NNGrW2uF via @techweez,12,en,,Kenya,5,"Sentiment(polarity=0.8, subjectivity=1.0)",positive
WITBragDay,Connecting with phenomenal women in technology and their work from all over the world through the #WITBragDay hashtag _Ÿ’•_ŸŒ_!!,1,en,,"Cape Town, South Africa",0,"Sentiment(polarity=0.5, subjectivity=0.5)",positive
AbbyAirshow Shapovalov MiracleTreatDay WITBragDay GoogleDoodle CFLGameDay ARSLEI,https://t.co/Q9srJ42pGg Last King From GOD #AbbyAirshow #Shapovalov #MiracleTreatDay #WITBragDay #GoogleDoodle #CFLGameDay #ARSLEI https://t.co/9aw5x3zk7P,0,en,,"Riyadh, Kingdom of Saudi Arabi",0,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",neutral
WITBragDay,The #WITBragDay hashtag is awesome.,2,en,,Yorkshire,0,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
WiTBragDay,My org is ~50% women.  We need a variety of talents. Men and women work equally hard. We also have better work/life than most. #WiTBragDay,3,en,"Cary, NC","Research Triangle Park NC, USA",0,"Sentiment(polarity=0.10416666666666666, subjectivity=0.5208333333333333)",positive
,So. Awesome. _Ÿ™Œ_Ÿè» https://t.co/MB6rNYZATJ,13,en,,,1,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
,Inspiring https://t.co/hajmcgkGLx,1,en,,"San Francisco, CA",0,"Sentiment(polarity=0.5, subjectivity=1.0)",positive
,u guys my frend @alexcdaud is a cool coder and snappy dresser and good public sporker https://t.co/oiDxIcvJPQ,1,en,,,0,"Sentiment(polarity=0.3499999999999999, subjectivity=0.4388888888888889)",positive
womenintech WITBragDay,To some of these amazing Kenyan #womenintech @evangelinechao @DrShikoh @mercy_orangi @jossita @roinochieng @adhiambo_ondeng  #WITBragDay https://t.co/RS3wOPliB6,17,en,,Kenya,8,"Sentiment(polarity=0.6000000000000001, subjectivity=0.9)",positive
WiTBragDay,@LoudPotato you should tweet with this hashtag :) #WiTBragDay,1,en,,Hong Kong,0,"Sentiment(polarity=0.5, subjectivity=1.0)",positive
WITBragDay,Le hashtag #WITBragDay est le feu. _Ÿ‘‘ https://t.co/hmHVtYajAr,2,fr,,Lille,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WiTBragDay,_Ÿ‘è_Ÿè_ RT @lissijean: This year alone Iâ€™ve been  the keynote speaker for 7 conferences in 6 countries for over 6500 people. #WiTBragDay,7,en,,"Kingston, Jamaica",2,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,"Shout out to Julie! She has saved lives by creating the best Emailing app, site ever !!!_Ÿ’ª_Ÿè__Ÿ™Œ_Ÿè_ https://t.co/WIvE65pw71",1,en,,Africa,0,"Sentiment(polarity=1.0, subjectivity=0.3)",positive
WITBragDay,Kenyan Women in Tech Stand Proud on #WITBragDay https://t.co/TC6N08jwLo via @techweez,11,en,,"Nairobi, Kenya",6,"Sentiment(polarity=0.8, subjectivity=1.0)",positive
seawheeze AbbyAirshow MiracleTreatDay WITBragDay GoogleDoodle ARSLEI FlashbackFriday,https://t.co/Q9srJ42pGg Last King From GOD #seawheeze #AbbyAirshow #MiracleTreatDay #WITBragDay #GoogleDoodle #ARSLEI #FlashbackFriday https://t.co/UuQYEK2WtS,0,en,,"Riyadh, Kingdom of Saudi Arabi",0,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",neutral
,I have seen her speak...she is awesome. https://t.co/yTjGfl8cMh,0,en,,NYC,0,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
justnotsorry WITBragDay,@alicegoldfuss I made an app that 350k ppl use #justnotsorry #WITBragDay https://t.co/a3Pyq9uJP3,12,en,,NYC,1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Sit back and watch #WITBragDay https://t.co/XBvutdk1z8,0,en,,"California, USA",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,_Ÿ_˜_Ÿè_ https://t.co/aUnHTSZx5S,3,und,"Oakland, CA","Oakland, CA",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,I also get to work with incredible startups and entrepreneur enabling organizations + help them with their social media strategy #WITBragDay,3,en,,"Cape Town, South Africa",0,"Sentiment(polarity=0.4666666666666667, subjectivity=0.48333333333333334)",positive
WiTBragDay,1st experiment I ever ran saved our company $100K in 1 week by proving our customers didn't want the feature our CEO wanted. #WiTBragDay,89,en,,"Brooklyn, NY",26,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"One day late for #WITBragDay : I make the internet faster, reliable, and more secure.",11,en,,"ÃœT: 12.966282,77.607411",1,"Sentiment(polarity=0.05000000000000002, subjectivity=0.6)",positive
,_Ÿ‘‡_Ÿ™Œ_Ÿ™Œ_Ÿ™Œ_Ÿ™Œ_Ÿ˜˜_Ÿ˜˜ https://t.co/DYpAX8k1PY,1,und,,Forest,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
Charlottesville WITBragDay,For every terrible but important hashtag (#Charlottesville) there is a lovely and important one #WITBragDay where women in tech show off. âù_ï¸è,2,en,,India,2,"Sentiment(polarity=0.07500000000000001, subjectivity=0.9375)",positive
WITBragDay WITBragMonth,@jbeda Agreed. I propose that #WITBragDay become #WITBragMonth though. Keep 'em coming! Combat the prejudice with positivity! /cc @alicegoldfuss,3,en,"Portland, OR","Portland, OR",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Continually impressed with @aunder and the team's work on @SlackHQ and the @SlackAPI. I also like this hashtag https://t.co/CtWNWM6HeD,3,en,,"Boston, MA",0,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
WITBragDay GoogleDoodle CFLGameDay ARSLEI FlashbackFriday Pirates TasteoftheDanforth,https://t.co/Q9srJ42pGg Last King From GOD #WITBragDay #GoogleDoodle #CFLGameDay #ARSLEI #FlashbackFriday #Pirates #TasteoftheDanforth https://t.co/78J0napDUe,0,en,,"Riyadh, Kingdom of Saudi Arabi",0,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",neutral
,This thread. https://t.co/2ZNESsQ8ZQ,1,en,,"Boston, MA",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay WomensMonth,OMG check out #WITBragDay if you do nothing else! What incredible women of the world. @The_SAWISE @dstgovza @NRF_SAASTA #WomensMonth,1,en,,"Pretoria, South Africa",1,"Sentiment(polarity=0.9, subjectivity=0.9)",positive
WITBragday,I created https://t.co/vhS27LdjkK that was profitable within 24 hours of launch. We have over 400 students now in 8 months. #WITBragday,44,en,,"Brooklyn, NY",3,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay InspireTechGirls,Wasn't on Twitter yesterday for #WITBragDay great catching up on thread &amp; proud @Empiric_UK launched @NextTechGirls to #InspireTechGirls,1,en,,"London, England",0,"Sentiment(polarity=0.7333333333333334, subjectivity=0.8833333333333333)",positive
,What an amazing lineup put together by @jerw honored and excited to be contributing and participating. Brag on James :) https://t.co/Sf2Za5gpkb,2,en,,"Miami Beach, FL",2,"Sentiment(polarity=0.4916666666666667, subjectivity=0.8833333333333333)",positive
,Congrats to @DeborahKurata! Celebrate your accomplishments _Ÿ’ª_Ÿè_ https://t.co/nS6Cstl4xB,3,en,,"Florida, Fort Lauderdale",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,This is how it's done! Learn a skill and level up _Ÿ“ˆ https://t.co/VmMayKhUfL,1,en,,Global,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,#WITBragDay is my recommended hashtag for the day (and week and year).,2,en,,"Palo Alto, CA; Lagos, Nigeria",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Everyday should be #WITBragDay...absolutely love it!,1,en,,"England, United Kingdom",0,"Sentiment(polarity=0.15, subjectivity=0.6)",positive
WITBragDay,_Ÿ‘è_Ÿ‘è_Ÿ‘è_Ÿ‘è #WITBragDay https://t.co/D1A8lfDQEn,1,und,,Abuja,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Bragging rights goals af https://t.co/xfwmw0e0WY,1,en,,"Brooklyn, Manhattan ",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,God bless. https://t.co/wPiQPecb9V,0,en,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Kuala Lumpur,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
ProductDesign DesignInTech WITBragDay,Women who shaped #ProductDesign and #DesignInTech #WITBragDay https://t.co/78Qt0DnU6v,0,en,,"Bangalore, India",1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,*Awesome*  this is so important!  Thanks for starting a groundswell! https://t.co/c3RVdIPiNH,0,en,,"Minneapolis, MN  USA",0,"Sentiment(polarity=0.39999999999999997, subjectivity=0.5750000000000001)",positive
WITBragDay,Started https://t.co/v1tVuWAaK0 after being underpaid at all-male digital studio. Now I only hire female designers &amp; developers. #WITBragDay,3,en,,Barcelona â€¢ Montreal,0,"Sentiment(polarity=0.0, subjectivity=0.08333333333333333)",neutral
,So much to âù_ï¸è here https://t.co/y3Z5GH6ENV,1,en,,"Cambridge, UK",1,"Sentiment(polarity=0.2, subjectivity=0.2)",positive
WITBragDay,Some brilliant tweets on #WITBragDay _Ÿ_—,1,en,,London,0,"Sentiment(polarity=0.9, subjectivity=1.0)",positive
WITBragDay,Dopeness!!!! #WITBragDay,0,en,,"lagos, ondo and minneapolis",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"So many inspiring stories out today, thanks to #WITBragDayYou go girls!",1,en,,India,0,"Sentiment(polarity=0.39999999999999997, subjectivity=0.5666666666666667)",positive
VirtualReality WITBragDay,Becca presenting about #VirtualReality in the classroom #WITBragDay https://t.co/elQ9lpAmej,0,en,"Florida, USA","Orlando, FL",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Do follow  #WITBragDay today it's epic _Ÿ‘ç https://t.co/wxKu4OmQQi,1,en,,"Totternhoe, Bedfordshire",0,"Sentiment(polarity=0.1, subjectivity=0.4)",positive
WITBragDay,Enjoying reading #WITBragDay while I do laundry and clean today.,0,en,,"Celina, TX",0,"Sentiment(polarity=0.43333333333333335, subjectivity=0.65)",positive
WITBragDay,Millions read my work. My reviews + reports influence software trends at industry level. I'm a senior analyst &amp; manager. I'm 27. #WITBragDay,9,en,,"Washington, DC",4,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,#WITBragDay is soooo coool!!! _Ÿ˜©_Ÿ’•_Ÿ_ˆ,0,en,,Triton's Palace ,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,#WITBragDay!! Check em out AUG19! RSVP link in Bio. https://t.co/YWw5B2r889,0,en,,Karachi,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,"Google Ã§alÄ±ÅŸanÄ±nÄ±n cinsiyetÃ§i notu sonrasÄ± 1 aÃ§Ä±klama: Gmail'de e-posta gÃ¶nderirken kullanÄ±lan kodu bir kadÄ±n yazmÄ±ÅŸhttps://t.co/rq5CTDncQf",1,tr,,Dersaadet,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
SisterhoodIsPowerful WITBragDay,"@MeganGuiney Not a spam at all!  Congratulations and continued best of luck. Remember, you rock!  And #SisterhoodIsPowerful  #WITBragDay",2,en,,"Minneapolis, MN  USA",0,"Sentiment(polarity=1.0, subjectivity=0.3)",positive
WITBragDay,"Women in tech (and other fields), we love you #WITBragDay https://t.co/NwFb3CNes8",2,en,,"Lille, France",0,"Sentiment(polarity=0.5, subjectivity=0.6)",positive
WITBragDay,The future belongs to those who believe in the beauty of their dreams #WITBragDay,3,en,,"Eastern, Kingdom of Saudi Arabia",0,"Sentiment(polarity=0.0, subjectivity=0.125)",neutral
WITBragDay,I like this #WITBragDay hashtag. Shallah to you all!!,0,en,,In Your Fantasy,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"Never exposed to CS before '16, but in past 2 yrs I've built &amp; deployed 2 apps, an Alexa skill, 3 sites, &amp; taught an intro class #WITBragDay",14,en,,Concrete Jungle of Timbs,1,"Sentiment(polarity=-0.25, subjectivity=0.25)",negative
WITBragDay,Reading the #WITBragDay tweets is awesome!,7,en,,"San Francisco, California",0,"Sentiment(polarity=1.0, subjectivity=1.0)",positive
femalesinSTEM,Good way to encourage #femalesinSTEM https://t.co/zKlHUF1R8f,2,en,,"Sheffield, England",2,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",positive
WITBragDay littletinybrag,#WITBragDay #littletinybrag  That's me troubleshooting in Google Chromecast &amp; Google Home product forums.,12,en,,,1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay WomeninTech,â€œ#WITBragDayâ€ù Promote yourself and inspire other #WomeninTech  https://t.co/GlhYqz8diG,4,en,,"Washington, DC",1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WiTBragDay,Help desk-&gt;desktop support-&gt;infosec analyst-&gt;security architect-&gt;corp IR (&amp; new mom)-&gt;consultant-&gt;CISO #WiTBragDay,37,en,,LFK,11,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",positive
,Thank You! https://t.co/WVMAtKLfEI,1,en,"Houston, TX","Houston, TX",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,You're getting out &amp; showing up! It is brag worthy! #WITBragDay âù_ï¸è https://t.co/3391a68YFs,2,en,"Houston, TX","Houston, TX",1,"Sentiment(polarity=0.3333333333333333, subjectivity=1.0)",positive
agile2017 WITBragDay,At #agile2017 we had some people one up and proclaim they are fan girls ... wow! #WITBragDay,2,en,,"Auckland, New Zealand",0,"Sentiment(polarity=0.1, subjectivity=1.0)",positive
,I like this idea! https://t.co/rDOKwEX19P,0,en,,Seattle,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Reposting from 2015 for #WITBragDay https://t.co/4C2SEyNofs,1,en,,"Thame, England",1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Thank You! https://t.co/2mEUpLYPig,2,en,"Houston, TX","Houston, TX",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,I'm Ecosystem Manager and Youth Perspectives Ambassador: Africa for @thomsonreuters and https://t.co/YJFjkECMvk blogger _Ÿ™Œ_Ÿè_#WITBragDay https://t.co/vjhxpNPrFm,21,en,,"Cape Town, South Africa",15,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,"Dunno what any of this means, but Thank You! âù_ï¸è_Ÿ˜‚ https://t.co/rZGzrQsJ0U",1,en,"Houston, TX","Houston, TX",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"Together @karen_greaves and I have given talks, workshops and training in: _Ÿ‡¨_Ÿ‡_ _Ÿ‡º_Ÿ‡¸ _Ÿ‡©_Ÿ‡ª _Ÿ‡__Ÿ‡¿ _Ÿ‡¿_Ÿ‡_ _Ÿ‡¸_Ÿ‡¬ _Ÿ‡®_Ÿ‡_ _Ÿ‡ª_Ÿ‡¸ _Ÿ‡__Ÿ‡º #WITBragDay",41,en,,"Auckland, New Zealand",12,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WiTBragDay,Love this hashtag #WiTBragDay. Super awesome seeing all these women who have made our day to day lives easier with their technology,4,en,,"Abuja, Nigeria",0,"Sentiment(polarity=0.611111111111111, subjectivity=0.7555555555555555)",positive
,"Oh, duh! https://t.co/GDhnrHcpVe",2,en,,"Boston, MA",0,"Sentiment(polarity=-0.3, subjectivity=0.6)",negative
,Thank You! https://t.co/wGC9Xs53fb,1,en,"Houston, TX","Houston, TX",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WiTBragDay,I too would like to brag about all the amazing women working @TeamMediaocean  #WiTBragDay,1,en,,,0,"Sentiment(polarity=0.6000000000000001, subjectivity=0.9)",positive
,Whooosh! https://t.co/dw4OLFiGEK,1,en,,"Abuja, Nigeria",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,#WITBragDay via @alicegoldfuss &amp; @dortetoft https://t.co/SVymYHxZ9w,1,und,,"Aarhus, Denmark",0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,Terrible journalist to junior dev in a year #WITBragDay,9,en,,,0,"Sentiment(polarity=-1.0, subjectivity=1.0)",negative
WITBragDay,The #WITBragDay hashtag though _Ÿ‘è_Ÿè»_Ÿ‘è_Ÿè» https://t.co/jv0u5MPcMx,1,en,,Scotland,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Awesomeness! https://t.co/IHYD9DXhgb,0,en,"Greensboro, NC",,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Putting a face to this magic...well done! https://t.co/ZgkLdEiFP2,0,en,,,0,"Sentiment(polarity=0.5, subjectivity=1.0)",positive
WITBragDay,#WITBragDay is absolutely one of the best things on Twitter right now. Inspiring stuff.,1,en,,,2,"Sentiment(polarity=0.49642857142857144, subjectivity=0.6839285714285714)",positive
WITBragDay,"I, with an incredible team each time, have won 3 of 4 Hackathons that I've participated in @Cisco. Crazy learning + experiences. #WITBragDay",12,en,,"Bengaluru, India",1,"Sentiment(polarity=0.15000000000000002, subjectivity=0.9)",positive
WomenInTech WiTBragDay,"#WomenInTech keep doing you! The google memo (fubar) aside, love seeing this celebration of your awesomeness... #WiTBragDay",2,en,,"New York, USA",1,"Sentiment(polarity=0.5, subjectivity=0.6)",positive
,This thread... @TedhiLakeer @KiranManral @Pallavisms @jasuja https://t.co/q00d9ocV4I,1,en,,India,1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"My code is used by millions of people while loading coupons, making shopping list, and using Clicklist at Kroger. #WITBragDay",11,en,,,1,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,Para @chicasentec y @linuxchixar https://t.co/AwzNnSg7wj,2,es,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
witbragday,"In the spirit of #witbragday, I've led/supported the growth of 115+ @coderdojo coding clubs for kids in West Australia = 2500+ kids coding.",17,en,"Perth, Western Australia","Perth, Australia",3,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
WITBragDay,"10 yrs protecting users from hackers, mistakes, and bad math at global scale Google. Built a team, invented much of what we do. #WITBragDay",105,en,,"California, USA",23,"Sentiment(polarity=-0.1666666666666666, subjectivity=0.2888888888888889)",negative
,Gaddem!! https://t.co/pevqFpnKS6,3,en,,,0,"Sentiment(polarity=0.0, subjectivity=0.0)",neutral
,"Thanks for this hashtag, Alice. https://t.co/c7CUjHLuZE",0,en,,,0,"Sentiment(polarity=0.2, subjectivity=0.2)",positive
WITBragDay,First FT job at @AQRCapital : worked with a dozen female quants who traded billions of dollars daily #WITBragDay,2,en,,"New York, NY",1,"Sentiment(polarity=0.08333333333333333, subjectivity=0.16666666666666666)",positive
WITBragDay,I work with &amp; for so many awesome women at @awscloud â€” I am incredibly proud of them and fiercely advocate on their behalf #WITBragDay,5,en,,20016,0,"Sentiment(polarity=0.7666666666666666, subjectivity=0.8333333333333334)",positive
WIT WITBragDay,This is a great read about #WIT #WITBragDay https://t.co/SfcyOOucPm,0,en,,"Texas, USA",0,"Sentiment(polarity=0.8, subjectivity=0.75)",positive
WITBragDay,"I've programmed hundreds of games, and hundreds of thousands of players have enjoyed my work. #WITBragDay",40,en,,Cumbria,2,"Sentiment(polarity=0.5, subjectivity=0.7)",positive
WITBragDay,First internship at @LockheedMartin : remember working w 3 women who wrote code that keeps planes safe in the air #WITBragDay,6,en,,"New York, NY",0,"Sentiment(polarity=0.375, subjectivity=0.41666666666666663)",positive
WITbragday,"Beautiful hashtag, this one #WITbragday",0,en,,Lagos â€¢ Abuja â€¢ London,0,"Sentiment(polarity=0.85, subjectivity=1.0)",positive
WITBragDay,"Even on days where I feel like I have nothing to brag about, I show up, kick ass as my job, and take no shit from no one. #WITBragDay",25,en,,"Prague, Czech Republic",4,"Sentiment(polarity=-0.2, subjectivity=0.8)",negative
